Tree,Group,FtNo,Number,Name,ValueType,Unit,Default,Min,Max,Command,DataAttribute,Rsware,Remark
Monitor,MDM,,199,MonitorC,int,-,,,,MDM,ReadOnly,O,"dwMonAddrC, 모니터링 변수C"
Monitor,MDM,,200,Control Word,int,Hexa표현,,,,MDM,ReadOnly,O,제어워드
Monitor,MDM,,201,Status Word,int,Hexa표현,,,,MDM,ReadOnly,O,상태워드
Monitor,MDM,,202,mo_bufferEmpty,int,-,,,,MDM,ReadOnly,O,pMcPpmode->queEmptyFlag
Monitor,MDM,,203,mo_queueNum,int,-,,,,MDM,ReadOnly,O,pMcPpmode->cmdBufferRemained
Monitor,MDM,,204,mo_NewSetPoint,int,-,,,,MDM,ReadOnly,O,pMcPpmode->cmd_NewSetPoint
Monitor,MDM,,205,mo_SetAcknowledged,int,-,,,,MDM,ReadOnly,O,pMcPpmode->cmd_SetPointAck
Monitor,MDM,,206,mo_TargetReached,int,-,,,,MDM,ReadOnly,O,pMcPpmode->cmd_targetReached
Monitor,MDM,,207,mo_HaltEnabled,int,-,,,,MDM,ReadOnly,O,pProfile->cmdHaltEnabled
Monitor,MDM,,208,mo_profileState,int,-,,,,MDM,ReadOnly,O,pProfile->profileState
Monitor,MDM,,209,mo_profileStatus,int,-,,,,MDM,ReadOnly,O,mcAxis->mpMotionStatus->profileStatus
Monitor,MDM,,210,pp_cmdposition,int,-,,,,MDM,ReadOnly,O,명령 목표위치 MCsystem.mAxes[0].mpProfileData->cmdPosition
Monitor,MDM,,211,pp_cmdvelocity,int,-,,,,MDM,ReadOnly,O,명령 목표 속도
Monitor,MDM,,212,pp_cmdaccel,int,-,,,,MDM,ReadOnly,O,명령 목표 가속도
Monitor,MDM,,213,pp_cmddecel,int,-,,,,MDM,ReadOnly,O,명령 목표 감속도
Monitor,MDM,,214,pp_cmdjerk,int,-,,,,MDM,ReadOnly,O,명령 목표 저크
Monitor,MDM,,215,pp_actualposition,int,-,,,,MDM,ReadOnly,O,pp제어기 목표위치 MCsystem.mAxes[0].mpProfileData->actualPosition
Monitor,MDM,,216,pp_actualvelocity,int,-,,,,MDM,ReadOnly,O,PP제어기 목표 속도
Monitor,MDM,,217,pp_actualaccel,int,-,,,,MDM,ReadOnly,O,PP제어기 목표 가속도
Monitor,MDM,,218,pp_actualjerk,int,-,,,,MDM,ReadOnly,O,PP제어기 목표 저크
Monitor,MDM,,219,pp_feedbackposition,int,-,,,,MDM,ReadOnly,O,pp제어기 현재위치 MCsystem.mAxes[0].mpProfileData->feedbackPostion
Monitor,MDM,,220,pp_feedbackvelocity,int,-,,,,MDM,ReadOnly,O,PP제어기 목표 속도
Monitor,MDM,,221,reserved,int,-,,,,MDM,ReadOnly,O,PP제어기 목표 가속도
Monitor,MDM,,222,reserved,int,-,,,,MDM,ReadOnly,O,PP제어기 목표 저크
Monitor,MDM,,223,pp_positionoffset,int,-,,,,MDM,ReadOnly,O,pp제어기 내부 위치옵셋 MCsystem.mAxes[0].mpProfileData->positionOffset
Monitor,MDM,,224,,int,-,,,,MDM,ReadOnly,O,reserved
Monitor,MDM,,225,,int,-,,,,MDM,ReadOnly,O,reserved
Monitor,MDM,,226,,int,-,,,,MDM,ReadOnly,O,reserved
Monitor,MDM,,227,,int,-,,,,MDM,ReadOnly,O,reserved
Monitor,MDM,,228,,int,-,,,,MDM,ReadOnly,O,reserved
Monitor,MDM,,229,,int,-,,,,MDM,ReadOnly,O,reserved
Monitor,MDM,,230,mo_targetposition,int,-,,,,MDM,ReadOnly,O,모션제어의 입력 목표위치 MCsystem.mAxes[0].mpControlData->targetPos
Monitor,MDM,,231,mo_targetvelocity,int,-,,,,MDM,ReadOnly,O,모션제어의 입력 목표속도 MCsystem.mAxes[0].mpControlData->targetVel
Monitor,MDM,,232,mo_feedbackposition,int,-,,,,MDM,ReadOnly,O,모션제어의 출력 현재위치 MCsystem.mAxes[0].mpFeedbackData->posActValUnit
Monitor,MDM,,233,mo_feedbackvelocity,int,-,,,,MDM,ReadOnly,O,모션제어의 출력 현재속도 MCsystem.mAxes[0].mpFeedbackData->velActVal
Monitor,MDM,,234,mo_feedbacktorque,int,-,,,,MDM,ReadOnly,O,모션제어의 출력 현재토크 torqActVal
Monitor,MDM,,235,mo_etherCmdOffset,int,-,,,,MDM,ReadOnly,O,서보 내부 통신 위치오프셋
Monitor,MDM,,236,mo_originOffset,int,-,,,,MDM,ReadOnly,O,서보 내부 원점 위치오프셋
Monitor,MDM,,237,EtherCmdOffsetRemainder,int,-,,,,MDM,ReadOnly,O,서보 내부 기어비적용한 나머지 카운터값
Monitor,MDM,,238,gOriginFbkOffset_64 High DWORD,int,-,,,,MDM,ReadOnly,O,원점 위치 상위 32비트
Monitor,MDM,,239,gOriginFbkOffset_64 Low DWORD,int,-,,,,MDM,ReadOnly,O,원점 위치 하위 32비트
Digital Outputs,(top-level),Ft-0.22/D3,1,Within In-Position Window(/P-COM),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.22/D2,2,Up to Velocity(/TG-ON),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.22/D1,3,Brake(/BK),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.22/D0,4,Within Velocity Window(/V-COM),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.23/D3,5,Current Limited(/T-LMT),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.23/D2,6,Velocity Limited(/V-LMT),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.23/D1,7,Within Near-Position Window(/NEAR),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.23/D0,8,Warning(/WARN),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.24/D3,9,Absolute Position Valid(/A-VLD),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.24/D2,10,Ready(/RDY),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.24/D1,11,RMS Current Feedback Threshold Output 1(/RMS-CLT1),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.24/D0,12,RMS Current Feedback Threshold Output 2(/RMS-CLT2),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.25/D3,13,Commutation Angle Valid(/CAG-V),enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3 [v1.20+]
Digital Outputs,(top-level),Ft-0.25/D2,14,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.25/D1,15,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.25/D0,16,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.26/D3,17,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.26/D2,18,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.26/D1,19,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.26/D0,20,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.27/D3,21,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.27/D2,22,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.27/D1,23,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.27/D0,24,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3
Digital Outputs,(top-level),Ft-0.28/D3,25,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3 [v1.20+]
Digital Outputs,(top-level),Ft-0.28/D2,26,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3 [v1.20+]
Digital Outputs,(top-level),Ft-0.28/D1,27,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3 [v1.20+]
Digital Outputs,(top-level),Ft-0.28/D0,28,Reserved,enum,-,0,0,3,SET/STR,Always,O,0: Unassigned; 1: Output 1; 2: Output 2; 3: Output 3 [v1.20+]
Fully Closed System/Load Side AqB Scale,(top-level),Ft-3.23,1,Fully Closed System Selection,enum,-,0,0,1,SET/STR,Servo Off,O,0: Semi; 1: Fully [v2.10+]
Fully Closed System/Load Side AqB Scale,(top-level),Ft-3.25,2,Load Side Encoder Type,enum,-,0,0,1,SET/STR,Servo Off,O,0: AqB; 1: BiSS [v2.10+]
Fully Closed System/Load Side AqB Scale,Converter Configuration,Ft-3.26,3,AqB Encoder Pulse Per Rev,int,pulse,0,0,2147483647,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side AqB Scale,Converter Configuration,Ft-3.27,4,AqB Encoder Direction,enum,-,0,0,1,SET/STR,Servo Off,O,0: Normal; 1: Reverse [v2.10+]
Fully Closed System/Load Side AqB Scale,Converter Configuration,Ft-3.28,5,AqB Multi Turn Bit,int,bit,0,0,31,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side AqB Scale,Converter Configuration,Ft-3.29,6,AqB Single Turn Bit,int,bit,0,0,31,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side AqB Scale,Converter Configuration,Ft-3.30,7,AqB Scale Lines Per Rev,int,Lines,0,0,2147483647,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side AqB Scale,Error Threshold,Ft-3.31,8,Fully Closed Following Error Limit,int,pulse,41943040,0,2147483647,SET/STR,Always,O,[v2.10+]
Fully Closed System/Load Side AqB Scale,Error Threshold,Ft-3.32,9,Fully Closed Velocity Error Limit,int,rpm,6000,0,65535,SET/STR,Always,O,[v2.10+]
Fully Closed System/Load Side AqB Scale,(top-level),Ft-3.33,10,Fully Closed Velocity LPF,int,Hz,100,0,10000,SET/STR,Always,O,[v2.10+]
Fully Closed System/Load Side AqB Scale,(top-level),Ft-3.34,11,Fully Closed Compensation Gain,int,%,100,0,200,SET/STR,Always,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,(top-level),Ft-3.23,1,Fully Closed System Selection,enum,-,0,0,1,SET/STR,Servo Off,O,0: Semi; 1: Fully [v2.10+]
Fully Closed System/Load Side BiSS Scale,(top-level),Ft-3.25,2,Load Side Encoder Type,enum,-,0,0,1,SET/STR,Servo Off,O,0: AqB; 1: BiSS [v2.10+]
Fully Closed System/Load Side BiSS Scale,BiSS Configuration,Ft-3.35,3,BiSS Multi Turn Bit,int,bit,0,0,31,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,BiSS Configuration,Ft-3.36,4,BiSS Single Turn Bit,int,bit,0,0,31,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,BiSS Configuration,Ft-3.37,5,BiSS Status Bit,int,bit,0,0,31,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,BiSS Configuration,Ft-3.38,6,BiSS CRC Polynomial,int,-,0,0,65535,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,BiSS Configuration,Ft-3.39,7,BiSS Clock Frequency,enum,-,0,0,4,SET/STR,Servo Off,O,0: 1.25MHz; 1: 1.43MHz; 2: 1.67MHz; 3: 2.0MHz; 4: 2.5MHz [v2.10+]
Fully Closed System/Load Side BiSS Scale,BiSS Configuration,Ft-3.40,8,BiSS Lines Per Rev,int,Lines,0,0,2147483647,SET/STR,Servo Off,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,Error Threshold,Ft-3.31,9,Fully Closed Following Error Limit,int,pulse,41943040,0,2147483647,SET/STR,Always,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,Error Threshold,Ft-3.32,10,Fully Closed Velocity Error Limit,int,rpm,6000,0,65535,SET/STR,Always,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,(top-level),Ft-3.33,11,Fully Closed Velocity LPF,int,Hz,100,0,10000,SET/STR,Always,O,[v2.10+]
Fully Closed System/Load Side BiSS Scale,(top-level),Ft-3.34,12,Fully Closed Compensation Gain,int,%,100,0,200,SET/STR,Always,O,[v2.10+]
ECAT Objects/PDOMapping,(top-level),,1,RxPDO Mapping,int,-,,,,PDO,ReadOnly,O,0x1C12 Sync Manager 2 PDO Assignment
ECAT Objects/PDOMapping,(top-level),,2,TxPDO Mapping,int,-,,,,PDO,ReadOnly,O,0x1C13 Sync Manager 3 PDO Assignment
ECAT Objects/Object 1,(top-level),0x1000,1,Device Type,int,-,0x01920192,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,(top-level),0x1001,2,Error Register,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,(top-level),0x1008,3,Manufacturer Device Name,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,(top-level),0x1009,4,Manufacturer Hardware Version,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,(top-level),0x100A,5,Manufacturer Software Version,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,(top-level),0x1018:01,6,Vendor ID,int,-,0x800005A5,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,(top-level),0x1018:02,7,Product Code,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,(top-level),0x1018:03,8,Revision Number,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,(top-level),0x1018:04,9,Serial Number,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,Sync Manager Communication Type,0x1C00:01,10,Comm Type SM0,int,-,1,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,Sync Manager Communication Type,0x1C00:02,11,Comm Type SM1,int,-,2,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,Sync Manager Communication Type,0x1C00:03,12,Comm Type SM2,int,-,3,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,Sync Manager Communication Type,0x1C00:04,13,Comm Type SM3,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,SM2 Synchronization,0x1C32:01,14,Synchronization Type,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,SM2 Synchronization,0x1C32:02,15,Cycle Time,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,SM2 Synchronization,0x1C32:05,16,Minimum Cycle Time,int,-,250000,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,SM3 Synchronization,0x1C33:01,17,Synchronization Type,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,SM3 Synchronization,0x1C33:02,18,Cycle Time,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 1,SM3 Synchronization,0x1C33:05,19,Minimum Cycle Time,int,-,250000,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2001,1,Motor Model,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Selection of 4 Basic Mode,0x2002:00,2,Selection of 4 Basic Mode,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Selection of 4 Basic Mode,0x2002:01,3,Fault and Disable Braking,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Selection of 4 Basic Mode,0x2002:02,4,Overtravel Stop Method,int,-,0x2,,,PDO,Always,O,
ECAT Objects/Object 2,Selection of 4 Basic Mode,0x2002:03,5,Command Polarity,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Selection of 4 Basic Mode,0x2002:04,6,AC Line Loss Check,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Selection of Auto Tuning Function,0x2003:00,7,Selection of Auto Tuning Function,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Selection of Auto Tuning Function,0x2003:01,8,Off-Line Auto Tuning Mode,int,-,0x1,,,PDO,Always,O,
ECAT Objects/Object 2,Selection of Auto Tuning Function,0x2003:02,9,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Selection of Auto Tuning Function,0x2003:03,10,Off-Line Auto Tuning Velocity,int,-,0x7,,,PDO,Always,O,
ECAT Objects/Object 2,Selection of Auto Tuning Function,0x2003:04,11,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2004,12,Inertia Ratio,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,Auxiliary Function Selection 1,0x2005:00,13,Auxiliary Function Selection 1,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Auxiliary Function Selection 1,0x2005:01,14,Encoder Backup Battery,int,-,0x1,,,PDO,Always,O,
ECAT Objects/Object 2,Auxiliary Function Selection 1,0x2005:02,15,Absolute Single Turn Reset,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Auxiliary Function Selection 1,0x2005:03,16,Gain Change Enable,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Auxiliary Function Selection 1,0x2005:04,17,Emergency Stop Input,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Auxiliary Function Selection 2,0x2006:00,18,Auxiliary Function Selection 2,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Auxiliary Function Selection 2,0x2006:01,19,Shunt Resistor Connection,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Auxiliary Function Selection 2,0x2006:02,20,Absolute Homing Completed,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Auxiliary Function Selection 2,0x2006:03,21,Mode of Gain Switching,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Auxiliary Function Selection 2,0x2006:04,22,Absolute Feedback Transfer Type,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2007,23,Drive Address,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2008,24,Password,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 1,0x200A:00,25,Digital Input Assignment 1,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 1,0x200A:01,26,Drive Enable(/ENABLE),int,-,0xb,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 1,0x200A:02,27,Overtravel - Positive (P-OT),int,-,0x2,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 1,0x200A:03,28,Overtravel - Negative (N-OT),int,-,0x3,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 1,0x200A:04,29,Integrator Inhibit (/P-CON),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 2,0x200B:00,30,Digital Input Assignment 2,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 2,0x200B:01,31,Fault Reset (/A-RST),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 2,0x200B:02,32,Current Limit-Negative (/N-TL),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 2,0x200B:03,33,Current Limit-Positive (/P-TL),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 2,0x200B:04,34,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 3,0x200C:00,35,Digital Input Assignment 3,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 3,0x200C:01,36,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 3,0x200C:02,37,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 3,0x200C:03,38,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 3,0x200C:04,39,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 4,0x200D:00,40,Digital Input Assignment 4,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 4,0x200D:01,41,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 4,0x200D:02,42,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 4,0x200D:03,43,Alternate Gain Select (/G-SEL),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 4,0x200D:04,44,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 5,0x200E:00,45,Digital Input Assignment 5,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 5,0x200E:01,46,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 5,0x200E:02,47,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 5,0x200E:03,48,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 5,0x200E:04,49,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 6,0x200F:00,50,Digital Input Assignment 6,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 6,0x200F:01,51,Absolute Encoder Reset (/R-ABS),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 6,0x200F:02,52,Gain Bank Select (/BANK-SEL),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 6,0x200F:03,53,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 6,0x200F:04,54,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 7,0x2010:00,55,Digital Input Assignment 7,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 7,0x2010:01,56,Home Sensor (/HOM-SEN),int,-,0x4,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 7,0x2010:02,57,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 7,0x2010:03,58,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 7,0x2010:04,59,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 8,0x2011:00,60,Digital Input Assignment 8,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 8,0x2011:01,61,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 8,0x2011:02,62,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 8,0x2011:03,63,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 8,0x2011:04,64,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 9,0x2012:00,65,Digital Input Assignment 9,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 9,0x2012:01,66,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 9,0x2012:02,67,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 9,0x2012:03,68,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 9,0x2012:04,69,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 10,0x2013:00,70,Digital Input Assignment 10,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 10,0x2013:01,71,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 10,0x2013:02,72,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 10,0x2013:03,73,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 10,0x2013:04,74,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 11,0x2014:00,75,Digital Input Assignment 11,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 11,0x2014:01,76,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 11,0x2014:02,77,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 11,0x2014:03,78,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 11,0x2014:04,79,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 12,0x2015:00,80,Digital Input Assignment 12,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 12,0x2015:01,81,Touch Probe 1,int,-,0x9,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 12,0x2015:02,82,Touch Probe 2,int,-,0xa,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Input Assignment 12,0x2015:03,83,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Input Assignment 12,0x2015:04,84,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 1,0x2016:00,85,Digital Output Assignment 1,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 1,0x2016:01,86,Within In-Position Window (/P-COM),int,-,0x0,,,PDO,Always,O,
