Tree,Group,FtNo,Number,Name,ValueType,Unit,Default,Min,Max,Command,DataAttribute,Rsware,Remark
ECAT OP Mode/CSP,(top-level),0x60F4,11,Following Error Actual Value,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x603F,1,Error Code,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x6040,2,Control Word,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x6041,3,Status Word,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x6060,4,Modes of Operation,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x606B,5,Velocity Demand Value,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x606C,6,Velocity Actual Value,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x60B1,7,Velocity Offset,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x60B2,8,Torque Offset,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSV,(top-level),0x60FF,9,Target Velocity,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x603F,1,Error Code,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x6040,2,Control Word,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x6041,3,Status Word,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x6060,4,Modes of Operation,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x6071,5,Target Torque,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x6072,6,Maximum Torque,int,-,3500,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x6077,7,Torque Actual Value,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x60B1,8,Velocity Offset,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CST,(top-level),0x60B2,9,Torque Offset,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/HM,(top-level),0x603F,1,Error Code,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/HM,(top-level),0x6040,2,Control Word,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/HM,(top-level),0x6041,3,Status Word,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/HM,(top-level),0x6060,4,Modes of Operation,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/HM,(top-level),0x6064,5,Position Actual Value,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/HM,(top-level),0x607C,6,Home Offset,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/HM,(top-level),0x6098,7,Homing Method,int,-,35,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/HM,(top-level),0x609A,8,Homing Acceleration,int,-,2000000,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/PP,(top-level),0x603F,1,Error Code,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6040,2,Control Word,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6041,3,Status Word,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6060,4,Modes of Operation,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6064,5,Position Actual Value,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6065,6,Following Error Window,int,-,(dynamic),,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x607A,7,Target Position,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6081,8,Profile Velocity,int,-,100000,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6083,9,Profile Acceleration,int,-,1000000,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6084,10,Profile Deceleration,int,-,1000000,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6085,11,Quick Stop Deceleration,int,-,1000000,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x6086,12,Motion Profile Type,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
ECAT OP Mode/PP,(top-level),0x60F4,13,Following Error Actual Value,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
